Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,PokéBall Usage,Win Ratio,Battle Strategy,Number of Migrations,Rare Item Holder,Team Rocket
61,Pallet Town,Middle,Researcher,Poison,96,TimerBall,80,Unpredictable,15,FALSE,Yes
59,Celadon City,High,Police Officer,Grass,56,MasterBall,66,Defensive,28,FALSE,Yes
41,Viridian City,Low,Scientist,Ghost,52,LuxuryBall,51,Unpredictable,3,FALSE,No
64,Saffron City,Middle,Researcher,Fire,54,GreatBall,49,Defensive,1,FALSE,No
58,Lavender Town,Low,Fisherman,Dark,36,PokéBall,25,Aggressive,12,FALSE,No
10,Cerulean City,Middle,Underground Battler,Psychic,17,GreatBall,36,Aggressive,9,FALSE,No
26,Pewter City,Low,Breeder,Fighting,98,GreatBall,68,Defensive,9,FALSE,No
43,Vermilion City,High,Underground Battler,Poison,10,UltraBall,41,Aggressive,20,FALSE,No
55,Pallet Town,Middle,Champion,Ghost,55,PokéBall,61,Unpredictable,8,FALSE,No
34,Pewter City,Middle,Police Officer,Dragon,28,DuskBall,80,Defensive,5,FALSE,Yes
29,Lavender Town,Low,Researcher,Ice,28,MasterBall,79,Defensive,11,FALSE,No
18,Pewter City,Low,Police Officer,Poison,15,MasterBall,56,Aggressive,5,FALSE,No
60,Cerulean City,High,Champion,Electric,88,UltraBall,81,Unpredictable,10,FALSE,No
31,Vermilion City,Middle,Scientist,Psychic,83,UltraBall,68,Aggressive,12,TRUE,Yes
11,Celadon City,High,Fisherman,Grass,54,HealBall,31,Aggressive,22,FALSE,No
54,Pewter City,Middle,Champion,Dragon,35,UltraBall,24,Aggressive,0,FALSE,No
35,Saffron City,Low,Nurse,Flying,79,GreatBall,46,Defensive,15,FALSE,Yes
68,Pallet Town,Middle,Researcher,Fighting,20,DuskBall,36,Aggressive,3,FALSE,No
66,Celadon City,Low,Black Market Dealer,Psychic,51,HealBall,25,Unpredictable,14,FALSE,No
46,Cerulean City,Middle,PokéMart Seller,Dark,79,TimerBall,48,Defensive,18,FALSE,No
38,Viridian City,Middle,Police Officer,Rock,15,PokéBall,70,Defensive,6,FALSE,No
15,Celadon City,Low,Police Officer,Ice,69,MasterBall,78,Defensive,25,FALSE,No
46,Vermilion City,Middle,Black Market Dealer,Ice,36,TimerBall,45,Unpredictable,15,FALSE,No
34,Lavender Town,High,Elite Trainer,Rock,30,PokéBall,71,Defensive,16,FALSE,Yes
38,Fuchsia City,Middle,Elite Trainer,Steel,54,UltraBall,43,Unpredictable,10,FALSE,No
14,Vermilion City,Middle,Daycare Worker,Electric,79,LuxuryBall,38,Aggressive,13,FALSE,No
45,Vermilion City,Middle,Champion,Steel,64,MasterBall,67,Unpredictable,1,FALSE,No
41,Viridian City,Middle,Daycare Worker,Fighting,83,TimerBall,39,Defensive,18,FALSE,No
36,Lavender Town,High,Breeder,Bug,61,HealBall,37,Defensive,8,FALSE,No
68,Celadon City,Low,Breeder,Poison,66,GreatBall,26,Aggressive,23,FALSE,No
64,Pallet Town,Middle,Black Market Dealer,Ghost,93,MasterBall,62,Aggressive,24,FALSE,No
42,Cerulean City,Low,Researcher,Poison,31,LuxuryBall,83,Aggressive,1,FALSE,No
56,Celadon City,High,Daycare Worker,Water,18,DarkBall,76,Unpredictable,13,FALSE,No
13,Fuchsia City,Low,Black Market Dealer,Poison,44,NetBall,85,Unpredictable,25,FALSE,No
41,Celadon City,High,Nurse,Dragon,49,GreatBall,55,Unpredictable,24,FALSE,No
34,Lavender Town,Middle,Biker,Electric,87,PokéBall,33,Aggressive,12,FALSE,No
37,Pallet Town,Low,Biker,Fighting,86,MasterBall,21,Unpredictable,15,FALSE,No
21,Pallet Town,Low,Champion,Ground,43,TimerBall,53,Unpredictable,23,FALSE,No
54,Cerulean City,Middle,Elite Trainer,Dark,31,TimerBall,39,Aggressive,18,FALSE,Yes
52,Viridian City,Low,Biker,Water,6,DarkBall,55,Defensive,23,FALSE,No
51,Fuchsia City,Middle,Researcher,Poison,29,NetBall,59,Defensive,20,FALSE,No
52,Viridian City,High,Scientist,Dragon,69,UltraBall,43,Unpredictable,5,FALSE,No
18,Vermilion City,Low,Elite Trainer,Ice,87,UltraBall,72,Defensive,25,FALSE,No
53,Vermilion City,Low,Fisherman,Poison,32,UltraBall,69,Defensive,4,FALSE,No
36,Saffron City,Middle,Underground Battler,Rock,34,DuskBall,52,Defensive,6,FALSE,No
58,Lavender Town,Middle,Nurse,Water,7,DarkBall,74,Defensive,3,FALSE,Yes
48,Cinnabar Island,Middle,Casino Worker,Grass,18,LuxuryBall,65,Unpredictable,12,FALSE,Yes
45,Viridian City,Low,Biker,Fire,37,TimerBall,60,Defensive,16,FALSE,No
34,Pallet Town,Low,Gym Leader Assistant,Ground,42,DuskBall,80,Unpredictable,2,FALSE,No
40,Celadon City,Middle,Breeder,Electric,15,HealBall,27,Aggressive,8,FALSE,No
35,Celadon City,Middle,Fisherman,Ice,80,PokéBall,76,Unpredictable,5,FALSE,No
48,Cinnabar Island,Low,Champion,Poison,43,NetBall,61,Unpredictable,5,FALSE,No
33,Saffron City,Low,Champion,Steel,95,HealBall,56,Unpredictable,25,FALSE,No
59,Saffron City,Low,Biker,Dragon,12,MasterBall,68,Unpredictable,15,FALSE,No
25,Pallet Town,Low,Underground Battler,Normal,35,NetBall,35,Unpredictable,7,FALSE,No
61,Fuchsia City,Middle,Gym Leader Assistant,Psychic,44,HealBall,47,Unpredictable,24,FALSE,No
40,Pallet Town,Low,Casino Worker,Ghost,17,DuskBall,56,Defensive,11,TRUE,Yes
58,Cerulean City,Middle,Fisherman,Ghost,62,LuxuryBall,45,Aggressive,15,FALSE,No
56,Cerulean City,Low,Underground Battler,Grass,28,DarkBall,79,Aggressive,7,TRUE,Yes
17,Vermilion City,High,Casino Worker,Bug,69,MasterBall,72,Aggressive,8,FALSE,Yes
15,Pallet Town,Low,Rocket Grunt,Steel,20,TimerBall,47,Unpredictable,19,FALSE,No
61,Celadon City,Middle,Casino Worker,Psychic,86,TimerBall,74,Aggressive,3,FALSE,No
28,Pallet Town,Low,Black Market Dealer,Dragon,50,UltraBall,67,Aggressive,21,FALSE,No
49,Vermilion City,Low,Breeder,Fairy,30,HealBall,28,Defensive,13,FALSE,No
34,Vermilion City,Low,Scientist,Bug,21,LuxuryBall,62,Aggressive,12,TRUE,Yes
56,Cerulean City,Middle,Black Market Dealer,Psychic,30,UltraBall,21,Aggressive,20,FALSE,No
37,Cerulean City,High,Fisherman,Fairy,82,NetBall,70,Aggressive,12,FALSE,No
43,Cerulean City,Middle,Champion,Dragon,64,MasterBall,41,Defensive,22,FALSE,No
30,Vermilion City,Low,Daycare Worker,Dark,61,LuxuryBall,47,Defensive,5,FALSE,No
70,Lavender Town,High,Champion,Flying,78,UltraBall,71,Aggressive,23,FALSE,No
37,Vermilion City,Middle,Police Officer,Steel,51,NetBall,31,Unpredictable,7,FALSE,No
48,Pewter City,Low,Scientist,Poison,62,MasterBall,70,Unpredictable,7,TRUE,Yes
54,Cinnabar Island,Low,Researcher,Normal,58,DuskBall,67,Unpredictable,1,FALSE,No
27,Lavender Town,Middle,Elite Trainer,Poison,78,LuxuryBall,67,Aggressive,13,FALSE,No
32,Cinnabar Island,Middle,Scientist,Flying,49,HealBall,64,Unpredictable,5,FALSE,No
25,Lavender Town,Low,Scientist,Rock,26,UltraBall,69,Defensive,22,FALSE,No
49,Saffron City,Low,Police Officer,Water,83,GreatBall,30,Unpredictable,25,FALSE,Yes
25,Lavender Town,Low,Champion,Rock,93,HealBall,28,Defensive,25,FALSE,No
55,Pallet Town,Middle,Fisherman,Rock,57,UltraBall,90,Unpredictable,6,FALSE,Yes
23,Pallet Town,Low,Daycare Worker,Flying,15,UltraBall,22,Aggressive,4,FALSE,No
65,Pewter City,High,Fisherman,Grass,67,NetBall,56,Aggressive,2,FALSE,No
44,Saffron City,Low,Rocket Grunt,Dragon,63,PokéBall,66,Aggressive,20,FALSE,No
15,Pallet Town,Low,Researcher,Ice,24,UltraBall,28,Unpredictable,16,FALSE,No
11,Pewter City,High,Fisherman,Dark,98,PokéBall,82,Defensive,25,FALSE,No
52,Viridian City,Low,Nurse,Grass,79,DarkBall,58,Aggressive,6,FALSE,No
62,Celadon City,Middle,Scientist,Electric,20,DarkBall,48,Unpredictable,14,FALSE,No
53,Viridian City,High,Nurse,Psychic,31,PokéBall,39,Defensive,9,FALSE,No
27,Fuchsia City,Middle,Daycare Worker,Fairy,75,MasterBall,35,Aggressive,25,FALSE,No
18,Cerulean City,Middle,Fisherman,Fighting,65,TimerBall,35,Aggressive,7,FALSE,Yes
42,Lavender Town,Middle,Breeder,Poison,99,TimerBall,29,Aggressive,20,FALSE,No
20,Cinnabar Island,Low,Police Officer,Ghost,40,DuskBall,57,Unpredictable,4,FALSE,No
28,Saffron City,Middle,Elite Trainer,Dark,8,GreatBall,59,Unpredictable,19,FALSE,No
57,Pewter City,Middle,Biker,Dragon,34,LuxuryBall,52,Defensive,12,FALSE,No
37,Viridian City,High,Fisherman,Psychic,34,LuxuryBall,65,Unpredictable,0,FALSE,No
61,Celadon City,Middle,Scientist,Normal,67,DarkBall,78,Defensive,25,FALSE,No
66,Vermilion City,Middle,Champion,Fighting,42,MasterBall,62,Aggressive,0,FALSE,No
55,Fuchsia City,Middle,PokéMart Seller,Ice,60,MasterBall,81,Defensive,25,FALSE,No
38,Saffron City,Middle,Scientist,Poison,11,MasterBall,80,Aggressive,14,FALSE,No
22,Pallet Town,Middle,Casino Worker,Dark,92,TimerBall,36,Unpredictable,10,TRUE,Yes
14,Viridian City,Middle,Police Officer,Psychic,43,DuskBall,29,Defensive,1,FALSE,No
58,Cinnabar Island,Low,Champion,Flying,15,NetBall,85,Aggressive,12,FALSE,No
41,Celadon City,Middle,Casino Worker,Bug,29,TimerBall,82,Unpredictable,3,FALSE,No
54,Saffron City,High,Black Market Dealer,Ice,93,MasterBall,62,Aggressive,13,FALSE,No
36,Lavender Town,Middle,Biker,Grass,59,PokéBall,70,Aggressive,22,TRUE,Yes
52,Pewter City,High,Breeder,Ice,96,PokéBall,38,Unpredictable,26,TRUE,Yes
35,Cerulean City,Low,Elite Trainer,Poison,39,HealBall,24,Unpredictable,5,FALSE,No
15,Pallet Town,High,Researcher,Dragon,59,LuxuryBall,82,Aggressive,21,FALSE,No
19,Saffron City,Middle,PokéMart Seller,Water,31,DarkBall,68,Aggressive,1,FALSE,No
16,Saffron City,Low,PokéMart Seller,Grass,81,MasterBall,56,Aggressive,15,FALSE,No
58,Cerulean City,High,Casino Worker,Grass,12,NetBall,21,Aggressive,18,FALSE,No
52,Pewter City,Middle,Elite Trainer,Ground,83,NetBall,27,Aggressive,11,FALSE,No
70,Fuchsia City,Middle,Gym Leader Assistant,Grass,37,LuxuryBall,49,Unpredictable,10,FALSE,No
58,Pewter City,Middle,Fisherman,Bug,38,GreatBall,55,Unpredictable,7,TRUE,Yes
19,Viridian City,Low,Gym Leader Assistant,Ice,64,UltraBall,46,Defensive,11,FALSE,No
35,Vermilion City,Middle,Gym Leader Assistant,Ground,78,HealBall,66,Unpredictable,17,FALSE,No
56,Saffron City,Middle,Daycare Worker,Grass,33,UltraBall,63,Aggressive,0,FALSE,No
40,Celadon City,Middle,Researcher,Water,95,NetBall,59,Defensive,13,FALSE,No
49,Pewter City,Low,Gym Leader Assistant,Flying,61,HealBall,69,Unpredictable,12,FALSE,No
15,Fuchsia City,Middle,Gym Leader Assistant,Poison,59,UltraBall,38,Unpredictable,11,FALSE,No
69,Saffron City,Middle,Nurse,Fairy,93,PokéBall,29,Unpredictable,16,FALSE,No
44,Celadon City,Low,Black Market Dealer,Dark,38,GreatBall,70,Defensive,20,FALSE,No
12,Celadon City,Low,Rocket Grunt,Dark,34,UltraBall,32,Defensive,16,FALSE,No
50,Lavender Town,Middle,Gym Leader Assistant,Poison,79,UltraBall,26,Defensive,11,FALSE,No
69,Cerulean City,High,Breeder,Ground,5,PokéBall,61,Unpredictable,9,FALSE,No
58,Pallet Town,High,Gym Leader Assistant,Dragon,71,DuskBall,52,Defensive,23,FALSE,No
67,Saffron City,Low,Black Market Dealer,Fairy,90,PokéBall,81,Unpredictable,25,FALSE,No
53,Viridian City,Middle,Daycare Worker,Grass,62,MasterBall,27,Defensive,4,FALSE,No
47,Cerulean City,Middle,Gym Leader Assistant,Steel,99,UltraBall,24,Defensive,25,FALSE,No
44,Lavender Town,Middle,Elite Trainer,Ice,80,MasterBall,32,Unpredictable,5,FALSE,No
34,Viridian City,High,Researcher,Electric,64,NetBall,63,Defensive,0,FALSE,No
19,Pewter City,Middle,Nurse,Fairy,98,GreatBall,62,Defensive,12,FALSE,No
58,Vermilion City,Middle,Casino Worker,Fire,12,PokéBall,59,Aggressive,22,FALSE,Yes
42,Fuchsia City,High,Daycare Worker,Electric,86,PokéBall,22,Unpredictable,19,FALSE,No
70,Celadon City,High,Gym Leader Assistant,Electric,11,DuskBall,73,Defensive,23,FALSE,No
23,Saffron City,Middle,Rocket Grunt,Psychic,87,TimerBall,37,Unpredictable,0,FALSE,No
33,Fuchsia City,Middle,Biker,Fighting,31,MasterBall,23,Aggressive,12,FALSE,No
28,Pewter City,Low,Gym Leader Assistant,Electric,37,UltraBall,44,Defensive,4,FALSE,No
60,Cinnabar Island,High,Nurse,Ice,76,LuxuryBall,26,Defensive,10,FALSE,No
39,Pewter City,Low,Biker,Electric,95,LuxuryBall,67,Defensive,13,FALSE,No
55,Lavender Town,Middle,Elite Trainer,Ghost,13,NetBall,38,Aggressive,25,FALSE,Yes
49,Fuchsia City,Low,Researcher,Poison,21,UltraBall,67,Unpredictable,15,FALSE,No
33,Vermilion City,Low,Underground Battler,Steel,45,NetBall,23,Aggressive,20,FALSE,No
28,Celadon City,Middle,Elite Trainer,Steel,51,HealBall,27,Unpredictable,0,FALSE,No
42,Viridian City,Middle,Police Officer,Steel,81,GreatBall,39,Defensive,16,FALSE,No
61,Fuchsia City,Middle,Researcher,Dark,50,TimerBall,70,Aggressive,9,FALSE,No
21,Saffron City,Low,Fisherman,Flying,69,DuskBall,60,Defensive,22,FALSE,No
66,Vermilion City,Middle,Gym Leader Assistant,Bug,38,NetBall,28,Aggressive,18,FALSE,No
24,Saffron City,High,Nurse,Fairy,73,DarkBall,74,Unpredictable,8,FALSE,No
30,Viridian City,High,Police Officer,Dark,99,PokéBall,76,Defensive,7,FALSE,No
18,Lavender Town,High,PokéMart Seller,Bug,48,HealBall,44,Unpredictable,29,TRUE,Yes
57,Celadon City,Low,Breeder,Water,73,DuskBall,50,Unpredictable,1,FALSE,No
46,Fuchsia City,Low,Casino Worker,Normal,47,LuxuryBall,54,Defensive,3,FALSE,No
52,Fuchsia City,Low,Champion,Dark,16,DuskBall,37,Defensive,14,FALSE,No
29,Lavender Town,Middle,Gym Leader Assistant,Dragon,70,GreatBall,71,Aggressive,14,FALSE,No
39,Cinnabar Island,Middle,Gym Leader Assistant,Poison,50,LuxuryBall,22,Aggressive,4,FALSE,No
70,Saffron City,Middle,Researcher,Normal,12,NetBall,38,Defensive,6,FALSE,No
25,Pallet Town,Middle,Daycare Worker,Poison,63,UltraBall,46,Defensive,6,FALSE,No
46,Lavender Town,Low,Champion,Flying,70,HealBall,69,Unpredictable,17,FALSE,No
25,Pewter City,Middle,Nurse,Normal,28,MasterBall,26,Aggressive,14,FALSE,No
70,Pewter City,Middle,Gym Leader Assistant,Fairy,76,PokéBall,48,Aggressive,1,FALSE,No
20,Vermilion City,Low,Fisherman,Poison,64,MasterBall,23,Defensive,5,FALSE,No
50,Cinnabar Island,Middle,Researcher,Fighting,11,GreatBall,33,Aggressive,16,FALSE,Yes
28,Pallet Town,Low,Researcher,Ice,77,TimerBall,80,Unpredictable,24,FALSE,No
57,Viridian City,Middle,Champion,Poison,22,HealBall,72,Aggressive,3,FALSE,No
42,Vermilion City,Middle,Rocket Grunt,Fairy,30,LuxuryBall,82,Aggressive,19,FALSE,No
28,Fuchsia City,High,Biker,Electric,34,PokéBall,47,Unpredictable,19,FALSE,No
66,Pewter City,Middle,Champion,Steel,14,MasterBall,60,Defensive,14,FALSE,No
67,Saffron City,High,Casino Worker,Water,43,GreatBall,59,Unpredictable,8,FALSE,No
22,Fuchsia City,Middle,Gym Leader Assistant,Poison,33,PokéBall,38,Aggressive,12,TRUE,Yes
35,Pewter City,Low,Gym Leader Assistant,Water,53,UltraBall,58,Aggressive,9,FALSE,No
56,Pewter City,Low,Champion,Electric,47,HealBall,43,Unpredictable,20,FALSE,Yes
21,Cinnabar Island,High,Breeder,Bug,85,MasterBall,38,Defensive,10,FALSE,No
21,Pewter City,Middle,Gym Leader Assistant,Water,40,LuxuryBall,69,Unpredictable,2,FALSE,No
24,Celadon City,Low,Breeder,Electric,50,DarkBall,57,Defensive,19,FALSE,No
28,Saffron City,Middle,Nurse,Fairy,48,DuskBall,66,Defensive,8,FALSE,No
63,Vermilion City,High,Elite Trainer,Fairy,40,MasterBall,67,Unpredictable,14,TRUE,Yes
60,Pallet Town,Low,Scientist,Normal,45,MasterBall,79,Aggressive,10,FALSE,No
50,Vermilion City,High,Breeder,Grass,12,TimerBall,48,Defensive,3,FALSE,No
48,Cerulean City,High,Black Market Dealer,Ice,15,GreatBall,27,Aggressive,22,FALSE,No
26,Celadon City,Middle,PokéMart Seller,Flying,70,MasterBall,76,Defensive,24,FALSE,No
52,Vermilion City,Middle,Scientist,Grass,41,HealBall,54,Aggressive,16,FALSE,No
66,Pallet Town,Low,Breeder,Fire,61,HealBall,26,Unpredictable,23,FALSE,No
12,Cinnabar Island,Middle,Biker,Poison,46,MasterBall,34,Unpredictable,14,FALSE,No
46,Viridian City,Middle,Biker,Dragon,11,MasterBall,66,Aggressive,18,FALSE,No
39,Cerulean City,High,Elite Trainer,Ice,62,LuxuryBall,52,Unpredictable,8,FALSE,No
35,Pewter City,Low,Underground Battler,Water,22,MasterBall,76,Unpredictable,9,FALSE,No
60,Pallet Town,Middle,Scientist,Ground,87,UltraBall,85,Unpredictable,6,TRUE,Yes
37,Viridian City,Low,PokéMart Seller,Grass,60,MasterBall,31,Aggressive,7,FALSE,No
16,Pewter City,Middle,Daycare Worker,Dark,18,GreatBall,31,Aggressive,25,FALSE,Yes
50,Lavender Town,Low,Scientist,Fairy,15,PokéBall,68,Aggressive,23,FALSE,No
36,Celadon City,Middle,Police Officer,Poison,61,HealBall,73,Aggressive,26,FALSE,Yes
22,Cerulean City,Low,Police Officer,Bug,76,PokéBall,83,Defensive,9,FALSE,No
13,Lavender Town,Middle,Black Market Dealer,Dark,19,PokéBall,51,Unpredictable,11,FALSE,No
70,Celadon City,Middle,Gym Leader Assistant,Dark,11,UltraBall,21,Defensive,5,FALSE,No
40,Vermilion City,Middle,Biker,Poison,98,HealBall,58,Unpredictable,25,FALSE,No
55,Fuchsia City,High,Researcher,Fire,90,UltraBall,63,Unpredictable,9,FALSE,No
45,Saffron City,Low,Breeder,Ice,96,DarkBall,85,Unpredictable,1,FALSE,No
59,Cinnabar Island,Low,Nurse,Ground,43,TimerBall,54,Defensive,20,FALSE,No
31,Celadon City,Low,Casino Worker,Fire,72,UltraBall,63,Unpredictable,6,FALSE,No
62,Pallet Town,High,Black Market Dealer,Flying,84,NetBall,26,Defensive,23,FALSE,No
49,Pallet Town,Middle,Daycare Worker,Psychic,77,MasterBall,65,Unpredictable,15,FALSE,No
24,Vermilion City,High,Police Officer,Bug,65,DarkBall,40,Defensive,20,FALSE,No
38,Cerulean City,Middle,Biker,Fighting,74,GreatBall,71,Aggressive,0,FALSE,No
68,Viridian City,Middle,Casino Worker,Dragon,54,TimerBall,72,Unpredictable,6,FALSE,No
44,Cerulean City,Low,Researcher,Fighting,58,NetBall,27,Defensive,16,FALSE,No
43,Cinnabar Island,Middle,Gym Leader Assistant,Poison,54,PokéBall,70,Aggressive,19,FALSE,No
49,Pallet Town,Middle,Breeder,Steel,61,GreatBall,51,Aggressive,23,FALSE,No
17,Saffron City,High,Police Officer,Water,27,PokéBall,20,Unpredictable,20,FALSE,No
33,Cinnabar Island,Low,Champion,Grass,7,HealBall,69,Defensive,13,FALSE,No
21,Fuchsia City,Middle,Rocket Grunt,Electric,19,UltraBall,85,Defensive,25,FALSE,No
70,Cinnabar Island,Low,Researcher,Rock,43,NetBall,60,Aggressive,14,TRUE,Yes
10,Lavender Town,Middle,Rocket Grunt,Fighting,50,HealBall,59,Unpredictable,9,FALSE,Yes
70,Vermilion City,Low,Black Market Dealer,Water,27,HealBall,79,Unpredictable,2,FALSE,No
22,Fuchsia City,Middle,Daycare Worker,Fairy,85,TimerBall,65,Aggressive,4,FALSE,Yes
51,Lavender Town,Middle,PokéMart Seller,Flying,7,UltraBall,50,Aggressive,22,FALSE,No
15,Lavender Town,Low,Casino Worker,Ghost,81,DarkBall,53,Defensive,12,FALSE,No
30,Fuchsia City,Low,PokéMart Seller,Psychic,17,MasterBall,36,Aggressive,14,FALSE,Yes
28,Cerulean City,High,Scientist,Ground,41,TimerBall,31,Unpredictable,11,FALSE,No
52,Celadon City,Middle,Scientist,Ice,44,DuskBall,69,Unpredictable,11,FALSE,No
17,Saffron City,Middle,Daycare Worker,Psychic,49,UltraBall,52,Aggressive,24,FALSE,No
44,Saffron City,Middle,Police Officer,Ice,12,LuxuryBall,72,Aggressive,3,FALSE,No
17,Pewter City,Middle,Biker,Electric,33,MasterBall,26,Defensive,25,FALSE,No
28,Viridian City,Middle,Researcher,Ice,34,TimerBall,38,Defensive,23,TRUE,Yes
65,Pallet Town,Low,Rocket Grunt,Flying,36,GreatBall,41,Defensive,22,FALSE,No
25,Saffron City,Low,Police Officer,Water,28,GreatBall,55,Defensive,2,FALSE,No
36,Viridian City,Middle,Rocket Grunt,Dark,54,DuskBall,63,Unpredictable,0,FALSE,No
54,Cinnabar Island,Low,PokéMart Seller,Ground,13,TimerBall,68,Unpredictable,29,TRUE,Yes
28,Saffron City,Middle,Champion,Electric,9,HealBall,60,Aggressive,23,FALSE,No
41,Cinnabar Island,Middle,Gym Leader Assistant,Dragon,26,GreatBall,30,Defensive,6,FALSE,No
62,Viridian City,Low,Black Market Dealer,Normal,78,PokéBall,30,Aggressive,12,FALSE,No
18,Celadon City,Middle,Nurse,Psychic,47,TimerBall,47,Aggressive,25,TRUE,Yes
62,Fuchsia City,Low,Elite Trainer,Dragon,77,MasterBall,44,Aggressive,20,FALSE,No
57,Fuchsia City,Middle,Black Market Dealer,Fire,20,DuskBall,40,Unpredictable,23,FALSE,No
31,Cinnabar Island,High,Scientist,Dragon,6,DuskBall,84,Defensive,20,FALSE,No
52,Saffron City,Low,Biker,Steel,25,PokéBall,23,Aggressive,4,FALSE,No
28,Viridian City,Low,Rocket Grunt,Dark,22,LuxuryBall,27,Defensive,19,FALSE,No
38,Saffron City,Low,Casino Worker,Rock,10,DuskBall,21,Defensive,14,FALSE,No
67,Pewter City,Middle,Daycare Worker,Water,80,HealBall,75,Defensive,25,FALSE,No
50,Pallet Town,Middle,Casino Worker,Electric,89,HealBall,42,Unpredictable,11,FALSE,No
26,Celadon City,Middle,Nurse,Flying,67,GreatBall,51,Aggressive,9,FALSE,No
19,Pewter City,Middle,Biker,Fighting,40,NetBall,70,Defensive,16,FALSE,No
54,Fuchsia City,Low,Nurse,Normal,31,TimerBall,21,Unpredictable,5,FALSE,No
15,Fuchsia City,Middle,Biker,Fire,13,LuxuryBall,51,Aggressive,8,FALSE,No
52,Saffron City,Middle,Scientist,Electric,71,PokéBall,64,Defensive,12,FALSE,No
59,Cerulean City,Middle,PokéMart Seller,Ghost,52,TimerBall,41,Unpredictable,18,FALSE,Yes
24,Vermilion City,High,Daycare Worker,Normal,11,GreatBall,51,Unpredictable,4,FALSE,No
38,Fuchsia City,Low,Casino Worker,Poison,35,UltraBall,52,Unpredictable,21,FALSE,Yes
14,Lavender Town,Middle,PokéMart Seller,Dark,8,LuxuryBall,77,Unpredictable,6,FALSE,No
30,Saffron City,High,PokéMart Seller,Water,70,GreatBall,25,Defensive,23,FALSE,No
51,Viridian City,Low,Black Market Dealer,Bug,59,DuskBall,37,Defensive,10,FALSE,No
57,Saffron City,High,Black Market Dealer,Psychic,25,TimerBall,46,Aggressive,10,FALSE,No
60,Viridian City,Low,Black Market Dealer,Flying,73,PokéBall,51,Defensive,26,FALSE,Yes
63,Cinnabar Island,Middle,Police Officer,Electric,81,MasterBall,78,Aggressive,22,FALSE,No
26,Viridian City,Middle,Police Officer,Poison,33,MasterBall,34,Defensive,21,FALSE,No
28,Cerulean City,Middle,Daycare Worker,Normal,89,GreatBall,42,Defensive,4,FALSE,Yes
15,Pewter City,Middle,Champion,Poison,12,HealBall,68,Unpredictable,25,FALSE,No
70,Fuchsia City,Middle,PokéMart Seller,Poison,99,LuxuryBall,59,Aggressive,15,FALSE,No
18,Fuchsia City,Low,Daycare Worker,Normal,23,DuskBall,48,Aggressive,4,FALSE,No
35,Pallet Town,High,Underground Battler,Normal,18,NetBall,28,Unpredictable,24,FALSE,No
10,Cerulean City,Low,Breeder,Rock,95,NetBall,45,Defensive,11,FALSE,No
55,Lavender Town,Middle,Police Officer,Ghost,50,DarkBall,28,Unpredictable,10,FALSE,No
18,Cinnabar Island,Middle,Gym Leader Assistant,Rock,29,UltraBall,67,Defensive,24,FALSE,No
16,Pewter City,Middle,Breeder,Poison,93,LuxuryBall,75,Unpredictable,9,FALSE,No
34,Vermilion City,High,PokéMart Seller,Fairy,35,HealBall,69,Defensive,17,FALSE,No
36,Pallet Town,Middle,Casino Worker,Bug,61,DuskBall,70,Unpredictable,15,FALSE,No
31,Cerulean City,Low,Elite Trainer,Grass,97,GreatBall,32,Aggressive,18,FALSE,Yes
63,Celadon City,Low,Black Market Dealer,Poison,57,LuxuryBall,84,Unpredictable,17,FALSE,No
33,Pallet Town,Low,PokéMart Seller,Water,41,MasterBall,40,Aggressive,15,FALSE,No
36,Cerulean City,Low,Champion,Fairy,67,TimerBall,45,Unpredictable,11,FALSE,No
20,Cinnabar Island,Low,Researcher,Psychic,58,DarkBall,51,Defensive,17,FALSE,No
33,Fuchsia City,Middle,Rocket Grunt,Bug,72,TimerBall,57,Unpredictable,21,FALSE,No
12,Fuchsia City,High,Black Market Dealer,Rock,94,DuskBall,83,Defensive,3,FALSE,Yes
49,Cerulean City,Low,Nurse,Fairy,6,MasterBall,39,Defensive,15,FALSE,No
16,Cinnabar Island,High,Breeder,Fire,56,UltraBall,62,Defensive,9,FALSE,No
55,Celadon City,Low,Champion,Psychic,63,HealBall,36,Aggressive,20,FALSE,No
43,Pewter City,Middle,Researcher,Electric,71,MasterBall,70,Aggressive,8,FALSE,No
62,Pallet Town,Low,Researcher,Dark,59,DarkBall,29,Defensive,7,FALSE,No
21,Viridian City,Low,Daycare Worker,Fire,67,LuxuryBall,33,Unpredictable,11,FALSE,No
18,Saffron City,High,Daycare Worker,Fire,97,UltraBall,75,Unpredictable,5,FALSE,No
56,Pallet Town,Middle,Daycare Worker,Fairy,24,NetBall,58,Aggressive,15,FALSE,No
19,Celadon City,Low,Rocket Grunt,Fire,40,DuskBall,65,Unpredictable,28,FALSE,Yes
60,Fuchsia City,Middle,Breeder,Normal,35,LuxuryBall,75,Aggressive,2,FALSE,No
25,Pallet Town,Middle,Scientist,Electric,94,DarkBall,55,Unpredictable,2,FALSE,No
56,Cerulean City,Middle,Gym Leader Assistant,Fire,12,HealBall,39,Aggressive,4,FALSE,No
43,Vermilion City,High,Casino Worker,Dark,80,DarkBall,34,Unpredictable,19,FALSE,No
34,Pallet Town,Middle,Nurse,Fairy,76,DuskBall,39,Defensive,9,FALSE,No
28,Saffron City,Middle,Nurse,Poison,50,DuskBall,83,Defensive,17,FALSE,No
